"county","state","home_affordability","cum_county","cum_home_affordability"
"Gage","Nebraska","2","70.6%","84.85%"
"Montgomery","Mississippi","2","70.63%","84.87%"
"Blaine","Montana","2","70.66%","84.9%"
"Washington","Oklahoma","2","70.7%","84.92%"
"Crawford","Pennsylvania","2","70.73%","84.94%"
"Wells","North Dakota","2","70.76%","84.97%"
"Westmoreland","Pennsylvania","2","70.79%","84.99%"
"Northampton","North Carolina","2","70.82%","85.02%"
"Leflore","Mississippi","2","70.85%","85.04%"
"Calhoun","Michigan","2","70.88%","85.06%"
"Iron","Missouri","2","70.91%","85.09%"
"Mineral","West Virginia","2","70.94%","85.11%"
"Madison","New York","2","70.97%","85.14%"
"Dickey","North Dakota","2","71%","85.16%"
"Reagan","Texas","2","71.04%","85.18%"
"Fountain","Indiana","2","71.07%","85.21%"
"Muscatine","Iowa","2","71.1%","85.23%"
"Grant","West Virginia","2","71.13%","85.25%"
"Tazewell","Virginia","2","71.16%","85.28%"
"Oscoda","Michigan","2","71.19%","85.3%"
"Perry","Indiana","2","71.22%","85.33%"
"Buchanan","Missouri","2","71.25%","85.35%"
"Warrick","Indiana","2","71.28%","85.37%"
"Holmes","Mississippi","2","71.31%","85.4%"
"Warren","Mississippi","2","71.34%","85.42%"
"Okfuskee","Oklahoma","2","71.38%","85.44%"
"Throckmorton","Texas","2","71.41%","85.47%"
"Chautauqua","New York","2","71.44%","85.49%"
"Desha","Arkansas","2","71.47%","85.52%"
"Ransom","North Dakota","2","71.5%","85.54%"
"Marion","Ohio","2","71.53%","85.56%"
"Morehouse Parish","Louisiana","2","71.56%","85.59%"
"Clay","West Virginia","2","71.59%","85.61%"
"Sussex","Virginia","2","71.62%","85.63%"
"Lee","Georgia","2","71.65%","85.66%"
"Sherman","Nebraska","2","71.68%","85.68%"
"Midland","Michigan","2","71.72%","85.71%"
"Gibson","Tennessee","2","71.75%","85.73%"
"Halifax","Virginia","2","71.78%","85.75%"
"Edmunds","South Dakota","2","71.81%","85.78%"
"Wayne","Michigan","2","71.84%","85.8%"
"Ward","Texas","2","71.87%","85.82%"
"Allen","Ohio","2","71.9%","85.85%"
"Roger Mills","Oklahoma","2","71.93%","85.87%"
"Grant Parish","Louisiana","2","71.96%","85.9%"
"Swift","Minnesota","2","71.99%","85.92%"
"Morris","Kansas","2","72.02%","85.94%"
"Mercer","Pennsylvania","2","72.06%","85.97%"
"Gibson","Indiana","2","72.09%","85.99%"
"Vigo","Indiana","2","72.12%","86.01%"
"Muskogee","Oklahoma","2","72.15%","86.04%"
"Tuscola","Michigan","2","72.18%","86.06%"
"Chippewa","Michigan","2","72.21%","86.08%"
"Polk","Nebraska","2","72.24%","86.11%"
"Montgomery","Alabama","2","72.27%","86.13%"
"Lee","Arkansas","2","72.3%","86.15%"
"Lafayette","Missouri","2","72.33%","86.18%"
"Bath","Kentucky","2","72.36%","86.2%"
"Lawrence","Ohio","2","72.4%","86.23%"
"Posey","Indiana","2","72.43%","86.25%"
"Gallia","Ohio","2","72.46%","86.27%"
"Young","Texas","2","72.49%","86.3%"
"Henry","Indiana","2","72.52%","86.32%"
"Woodbury","Iowa","2","72.55%","86.34%"
"Boone","Iowa","2","72.58%","86.37%"
"Pettis","Missouri","2","72.61%","86.39%"
"Auglaize","Ohio","2","72.64%","86.41%"
"Wayne","New York","2","72.67%","86.44%"
"Nance","Nebraska","2","72.7%","86.46%"
"Buena Vista","Iowa","2","72.74%","86.48%"
"Dodge","Georgia","2","72.77%","86.51%"
"Preble","Ohio","2","72.8%","86.53%"
"Lyon","Kansas","2","72.83%","86.55%"
"Bent","Colorado","2","72.86%","86.58%"
"Saline","Kansas","2","72.89%","86.6%"
"Pawnee","Oklahoma","2","72.92%","86.62%"
"Vinton","Ohio","2","72.95%","86.65%"
"Warren","Indiana","2","72.98%","86.67%"
"Anson","North Carolina","2","73.01%","86.69%"
"Sheridan","Montana","2","73.04%","86.72%"
"Treutlen","Georgia","2","73.08%","86.74%"
"Pope","Illinois","2","73.11%","86.76%"
"Livingston","Missouri","2","73.14%","86.79%"
"Parke","Indiana","2","73.17%","86.81%"
"Russell","Virginia","2","73.2%","86.83%"
"Jackson","Minnesota","2","73.23%","86.86%"
"Stoddard","Missouri","2","73.26%","86.88%"
"Baylor","Texas","2","73.29%","86.9%"
"Henry","Iowa","2","73.32%","86.93%"
"Valley","Montana","2","73.35%","86.95%"
"Mercer","West Virginia","2","73.38%","86.97%"
"Otoe","Nebraska","2","73.42%","87%"
"Renville","Minnesota","2","73.45%","87.02%"
"Cabell","West Virginia","2","73.48%","87.04%"
"Bland","Virginia","2","73.51%","87.07%"
"Madison","Missouri","2","73.54%","87.09%"
"Orange","Texas","2","73.57%","87.11%"
"Lac qui Parle","Minnesota","2","73.6%","87.14%"
"Emporia city","Virginia","2","73.63%","87.16%"
"Madison","Indiana","2","73.66%","87.18%"
"Baraga","Michigan","2","73.69%","87.21%"
"Clay","Texas","2","73.72%","87.23%"
"Kleberg","Texas","2","73.76%","87.25%"
"Pulaski","Indiana","2","73.79%","87.27%"
"Lauderdale","Tennessee","2","73.82%","87.3%"
"Seminole","Georgia","2","73.85%","87.32%"
"Randolph","Arkansas","2","73.88%","87.34%"
"Catahoula Parish","Louisiana","2","73.91%","87.37%"
"Obion","Tennessee","2","73.94%","87.39%"
"White Pine","Nevada","2","73.97%","87.41%"
"Preston","West Virginia","2","74%","87.44%"
"Mahoning","Ohio","2","74.03%","87.46%"
"Black Hawk","Iowa","2","74.06%","87.48%"
"Putnam","Ohio","2","74.1%","87.51%"
"Cheyenne","Colorado","2","74.13%","87.53%"
"Big Stone","Minnesota","2","74.16%","87.55%"
"Hinds","Mississippi","2","74.19%","87.57%"
"Franklin","New York","2","74.22%","87.6%"
"McCracken","Kentucky","2","74.25%","87.62%"
"Mifflin","Pennsylvania","2","74.28%","87.64%"
"Clarke","Iowa","2","74.31%","87.67%"
"Chickasaw","Iowa","2","74.34%","87.69%"
"Lewis","West Virginia","2","74.37%","87.71%"
"Pecos","Texas","2","74.4%","87.74%"
"Wabash","Illinois","2","74.44%","87.76%"
"Pawnee","Nebraska","2","74.47%","87.78%"
"Wyoming","New York","2","74.5%","87.8%"
"Chambers","Alabama","2","74.53%","87.83%"
"Nemaha","Nebraska","2","74.56%","87.85%"
"Genesee","New York","2","74.59%","87.87%"
"Attala","Mississippi","2","74.62%","87.9%"
"Bradley","Arkansas","2","74.65%","87.92%"
"Fayette","Alabama","2","74.68%","87.94%"
"Lander","Nevada","2","74.71%","87.96%"
"Sullivan","Indiana","2","74.74%","87.99%"
"Roosevelt","Montana","2","74.78%","88.01%"
"Clark","Missouri","2","74.81%","88.03%"
"Jackson Parish","Louisiana","2","74.84%","88.06%"
"Osage","Kansas","2","74.87%","88.08%"
"Custer","Oklahoma","2","74.9%","88.1%"
"Dawson","Montana","2","74.93%","88.12%"
"Crenshaw","Alabama","2","74.96%","88.15%"
"Butler","Iowa","2","74.99%","88.17%"
"Lauderdale","Mississippi","2","75.02%","88.19%"
"Prairie","Arkansas","2","75.05%","88.22%"
"Cortland","New York","2","75.09%","88.24%"
"Wichita","Texas","2","75.12%","88.26%"
"Harrison","Iowa","2","75.15%","88.28%"
"McPherson","Kansas","2","75.18%","88.31%"
"Atchison","Kansas","2","75.21%","88.33%"
"Marion","Georgia","2","75.24%","88.35%"
"Tipton","Indiana","2","75.27%","88.37%"
"Pipestone","Minnesota","2","75.3%","88.4%"
"Carter","Kentucky","2","75.33%","88.42%"
"Wheeler","Georgia","2","75.36%","88.44%"
"Refugio","Texas","2","75.39%","88.47%"
"Estill","Kentucky","2","75.43%","88.49%"
"Martin","Indiana","2","75.46%","88.51%"
"Gray","Kansas","2","75.49%","88.53%"
"Benton","Indiana","2","75.52%","88.56%"
"Ogle","Illinois","2","75.55%","88.58%"
"Baker","Georgia","2","75.58%","88.6%"
"Martin","Kentucky","2","75.61%","88.62%"
"Buchanan","Iowa","2","75.64%","88.65%"
"Itawamba","Mississippi","2","75.67%","88.67%"
"Worth","Georgia","2","75.7%","88.69%"
"Perry","Kentucky","2","75.73%","88.71%"
"Weston","Wyoming","2","75.77%","88.74%"
"Union","Arkansas","2","75.8%","88.76%"
"Bamberg","South Carolina","2","75.83%","88.78%"
"Thurston","Nebraska","2","75.86%","88.81%"
"Martin","Minnesota","2","75.89%","88.83%"
"Echols","Georgia","2","75.92%","88.85%"
"Miner","South Dakota","2","75.95%","88.87%"
"Ohio","Kentucky","2","75.98%","88.9%"
"Orleans","New York","2","76.01%","88.92%"
"Pleasants","West Virginia","2","76.04%","88.94%"
"Renville","North Dakota","2","76.07%","88.96%"
"Howard","Iowa","2","76.11%","88.99%"
"Cibola","New Mexico","2","76.14%","89.01%"
"Wayne","Indiana","2","76.17%","89.03%"
"Dixon","Nebraska","2","76.2%","89.05%"
"Furnas","Nebraska","2","76.23%","89.08%"
"Sandusky","Ohio","2","76.26%","89.1%"
"Scott","Missouri","2","76.29%","89.12%"
"Crawford","Ohio","2","76.32%","89.14%"
"Mason","West Virginia","2","76.35%","89.17%"
"Lewis","Kentucky","2","76.38%","89.19%"
"Cheyenne","Nebraska","2","76.41%","89.21%"
"Ontonagon","Michigan","2","76.45%","89.23%"
"Trumbull","Ohio","2","76.48%","89.26%"
"Barbour","West Virginia","2","76.51%","89.28%"
"Martin","North Carolina","2","76.54%","89.3%"
"Danville city","Virginia","2","76.57%","89.32%"
"Harrison","West Virginia","2","76.6%","89.35%"
"Howard","Indiana","2","76.63%","89.37%"
"Broome","New York","2","76.66%","89.39%"
"Ohio","West Virginia","2","76.69%","89.41%"
"Lincoln","Minnesota","2","76.72%","89.43%"
"Potter","Pennsylvania","2","76.75%","89.46%"
"Monroe","Kentucky","2","76.79%","89.48%"
"Williams","Ohio","2","76.82%","89.5%"
"Kimball","Nebraska","2","76.85%","89.52%"
"Barnes","North Dakota","2","76.88%","89.55%"
"Beckham","Oklahoma","2","76.91%","89.57%"
"Yazoo","Mississippi","2","76.94%","89.59%"
"Hale","Texas","2","76.97%","89.61%"
"Clinton","Iowa","2","77%","89.64%"
"Lewis","New York","2","77.03%","89.66%"
"Randolph","West Virginia","2","77.06%","89.68%"
"Copiah","Mississippi","2","77.09%","89.7%"
"Huron","Ohio","2","77.13%","89.72%"
"Anderson","Kansas","2","77.16%","89.75%"
"Cass","Indiana","2","77.19%","89.77%"
"Marion","Missouri","2","77.22%","89.79%"
"Grenada","Mississippi","2","77.25%","89.81%"
"Adair","Iowa","2","77.28%","89.84%"
"Schley","Georgia","2","77.31%","89.86%"
"Mower","Minnesota","2","77.34%","89.88%"
"Wilcox","Georgia","2","77.37%","89.9%"
"Cambria","Pennsylvania","2","77.4%","89.92%"
"Orange","Indiana","2","77.43%","89.95%"
"Redwood","Minnesota","2","77.47%","89.97%"
"Knox","Missouri","2","77.5%","89.99%"
"Greensville","Virginia","2","77.53%","90.01%"
"Iberia Parish","Louisiana","2","77.56%","90.03%"
"Hancock","Kentucky","2","77.59%","90.06%"
"Davis","Iowa","2","77.62%","90.08%"
"Dougherty","Georgia","2","77.65%","90.1%"
"Bacon","Georgia","2","77.68%","90.12%"
"Telfair","Georgia","2","77.71%","90.14%"
"Coleman","Texas","2","77.74%","90.17%"
"Benton","Iowa","2","77.77%","90.19%"
"Bottineau","North Dakota","2","77.81%","90.21%"
"Raleigh","West Virginia","2","77.84%","90.23%"
"Audubon","Iowa","2","77.87%","90.25%"
"Morrill","Nebraska","2","77.9%","90.28%"
"Lawrence","Pennsylvania","2","77.93%","90.3%"
"Coffey","Kansas","2","77.96%","90.32%"
"Jay","Indiana","2","77.99%","90.34%"
"Deuel","Nebraska","2","78.02%","90.36%"
"Mahaska","Iowa","2","78.05%","90.39%"
"Chariton","Missouri","2","78.08%","90.41%"
"Morgan","Ohio","2","78.11%","90.43%"
"Lucas","Iowa","2","78.15%","90.45%"
"Hemphill","Texas","2","78.18%","90.47%"
"Fayette","Illinois","2","78.21%","90.5%"
"Linn","Kansas","2","78.24%","90.52%"
"Bay","Michigan","2","78.27%","90.54%"
"North Slope Borough","Alaska","2","78.3%","90.56%"
"Saginaw","Michigan","2","78.33%","90.58%"
"Arenac","Michigan","2","78.36%","90.61%"
"Vernon","Missouri","2","78.39%","90.63%"
"Ford","Kansas","2","78.42%","90.65%"
"Fayette","Pennsylvania","2","78.45%","90.67%"
"Garza","Texas","2","78.49%","90.69%"
"Lunenburg","Virginia","2","78.52%","90.72%"
"Calhoun","Mississippi","2","78.55%","90.74%"
"Little River","Arkansas","2","78.58%","90.76%"
"Lucas","Ohio","2","78.61%","90.78%"
"Ottawa","Oklahoma","2","78.64%","90.8%"
"Fayette","Indiana","2","78.67%","90.82%"
"Sunflower","Mississippi","2","78.7%","90.85%"
"Wilkinson","Georgia","2","78.73%","90.87%"
"Franklin Parish","Louisiana","2","78.76%","90.89%"
"Freeborn","Minnesota","2","78.79%","90.91%"
"Butler","Alabama","2","78.83%","90.93%"
"Zavala","Texas","2","78.86%","90.96%"
"Harrison","Ohio","2","78.89%","90.98%"
"Woodford","Illinois","2","78.92%","91%"
"Custer","Nebraska","2","78.95%","91.02%"
"Frontier","Nebraska","2","78.98%","91.04%"
"Johnson","Illinois","2","79.01%","91.06%"
"Luce","Michigan","2","79.04%","91.09%"
"Allen Parish","Louisiana","2","79.07%","91.11%"
"Herkimer","New York","2","79.1%","91.13%"
"Pittsburg","Oklahoma","2","79.13%","91.15%"
"Murray","Oklahoma","2","79.17%","91.17%"
"Nemaha","Kansas","2","79.2%","91.19%"
"Lyon","Kentucky","2","79.23%","91.22%"
"Breathitt","Kentucky","2","79.26%","91.24%"
"Hooker","Nebraska","2","79.29%","91.26%"
"Northumberland","Pennsylvania","2","79.32%","91.28%"
"Cattaraugus","New York","2","79.35%","91.3%"
"Scioto","Ohio","2","79.38%","91.32%"
"Indiana","Pennsylvania","2","79.41%","91.35%"
"Saline","Nebraska","2","79.44%","91.37%"
"Kingman","Kansas","2","79.47%","91.39%"
"Poinsett","Arkansas","2","79.51%","91.41%"
"Greenlee","Arizona","2","79.54%","91.43%"
"Washington","Alabama","2","79.57%","91.45%"
"Greene","Mississippi","2","79.6%","91.48%"
"Calhoun","West Virginia","2","79.63%","91.5%"
"Union","Iowa","2","79.66%","91.52%"
"Concordia Parish","Louisiana","2","79.69%","91.54%"
"Delaware","Indiana","2","79.72%","91.56%"
"Winnebago","Illinois","2","79.75%","91.58%"
"Knox","Nebraska","2","79.78%","91.6%"
"Colfax","Nebraska","2","79.81%","91.63%"
"Columbiana","Ohio","2","79.85%","91.65%"
"Martinsville city","Virginia","2","79.88%","91.67%"
"Beaver","Oklahoma","2","79.91%","91.69%"
"Jackson","Illinois","2","79.94%","91.71%"
"Motley","Texas","2","79.97%","91.73%"
"Allegany","Maryland","2","80%","91.75%"
"Hempstead","Arkansas","2","80.03%","91.78%"
"Jim Hogg","Texas","2","80.06%","91.8%"
"Greene","Iowa","2","80.09%","91.82%"
"Hancock","Iowa","2","80.12%","91.84%"
"Howard","Texas","2","80.15%","91.86%"
"Butler","Nebraska","2","80.19%","91.88%"
"Kearny","Kansas","2","80.22%","91.9%"
"Seward","Kansas","2","80.25%","91.92%"
"Union","Indiana","2","80.28%","91.95%"
"Hertford","North Carolina","2","80.31%","91.97%"
"Jefferson Davis Parish","Louisiana","2","80.34%","91.99%"
"Steuben","New York","2","80.37%","92.01%"
"Kittson","Minnesota","2","80.4%","92.03%"
"Van Wert","Ohio","2","80.43%","92.05%"
"Mitchell","Georgia","2","80.46%","92.07%"
"Lincoln","Arkansas","2","80.49%","92.09%"
"Yoakum","Texas","2","80.53%","92.11%"
"Grant","Indiana","2","80.56%","92.14%"
"Perry","Arkansas","2","80.59%","92.16%"
"McLean","North Dakota","2","80.62%","92.18%"
"Hitchcock","Nebraska","2","80.65%","92.2%"
"Sutton","Texas","2","80.68%","92.22%"
"St. Clair","Illinois","2","80.71%","92.24%"
"Scott","Kansas","2","80.74%","92.26%"
"Tioga","New York","2","80.77%","92.28%"
"LaSalle Parish","Louisiana","2","80.8%","92.3%"
"St. Mary Parish","Louisiana","2","80.83%","92.32%"
"Brown","Nebraska","2","80.87%","92.35%"
"Fayette","Iowa","2","80.9%","92.37%"
"Clarke","Mississippi","2","80.93%","92.39%"
"Crawford","Kansas","2","80.96%","92.41%"
"Terrell","Georgia","2","80.99%","92.43%"
"Hopkins","Kentucky","2","81.02%","92.45%"
"Oswego","New York","2","81.05%","92.47%"
"Marshall","Kentucky","2","81.08%","92.49%"
"Lipscomb","Texas","2","81.11%","92.51%"
"Wyandot","Ohio","2","81.14%","92.53%"
"Beaver","Pennsylvania","2","81.17%","92.55%"
"Cherokee","Iowa","2","81.21%","92.57%"
"Monroe","Ohio","2","81.24%","92.6%"
"Wabash","Indiana","2","81.27%","92.62%"
"Humboldt","Iowa","2","81.3%","92.64%"
"Marion","West Virginia","2","81.33%","92.66%"
"Belmont","Ohio","2","81.36%","92.68%"
"Boyd","Nebraska","2","81.39%","92.7%"
"Bond","Illinois","2","81.42%","92.72%"
"Walsh","North Dakota","2","81.45%","92.74%"
"Irwin","Georgia","2","81.48%","92.76%"
"Page","Iowa","2","81.51%","92.78%"
"Seneca","Ohio","2","81.55%","92.8%"
"Box Butte","Nebraska","2","81.58%","92.82%"
"Comanche","Oklahoma","2","81.61%","92.84%"
"Wayne","West Virginia","2","81.64%","92.87%"
"Golden Valley","North Dakota","2","81.67%","92.89%"
"Clinton","Illinois","2","81.7%","92.91%"
"Macon","Alabama","2","81.73%","92.93%"
"Pike","Indiana","2","81.76%","92.95%"
"Gilmer","West Virginia","2","81.79%","92.97%"
"Winnebago","Iowa","2","81.82%","92.99%"
"Blackford","Indiana","2","81.85%","93.01%"
"Kiowa","Colorado","2","81.89%","93.03%"
"Haskell","Kansas","2","81.92%","93.05%"
"Dickinson","Michigan","2","81.95%","93.07%"
"Schuyler","Illinois","2","81.98%","93.09%"
"Pemiscot","Missouri","2","82.01%","93.11%"
"Union","Illinois","2","82.04%","93.13%"
"Cavalier","North Dakota","2","82.07%","93.15%"
"Ringgold","Iowa","2","82.1%","93.17%"
"Miller","Georgia","2","82.13%","93.19%"
"Dallas","Arkansas","2","82.16%","93.21%"
"Coal","Oklahoma","2","82.19%","93.24%"
"Emanuel","Georgia","2","82.23%","93.26%"
"Kossuth","Iowa","2","82.26%","93.28%"
"Eddy","North Dakota","2","82.29%","93.3%"
"Garvin","Oklahoma","2","82.32%","93.32%"
"Greenup","Kentucky","2","82.35%","93.34%"
"Bowman","North Dakota","2","82.38%","93.36%"
"Sherman","Texas","2","82.41%","93.38%"
"Clearfield","Pennsylvania","2","82.44%","93.4%"
"Tama","Iowa","2","82.47%","93.42%"
"Grundy","Iowa","2","82.5%","93.44%"
"Madison","Illinois","2","82.53%","93.46%"
"Dickinson","Kansas","2","82.57%","93.48%"
"Brooke","West Virginia","2","82.6%","93.5%"
"Scott","Mississippi","2","82.63%","93.52%"
"Parmer","Texas","2","82.66%","93.54%"
"Jackson","Ohio","2","82.69%","93.56%"
"Pulaski","Illinois","2","82.72%","93.58%"
"Union","New Mexico","2","82.75%","93.6%"
"Winn Parish","Louisiana","2","82.78%","93.62%"
"Stevens","Kansas","2","82.81%","93.64%"
"Brooks","Texas","2","82.84%","93.66%"
"Crawford","Iowa","2","82.87%","93.68%"
"O'Brien","Iowa","2","82.91%","93.7%"
"Sangamon","Illinois","2","82.94%","93.72%"
"Okmulgee","Oklahoma","2","82.97%","93.74%"
"Floyd","Iowa","2","83%","93.76%"
"Quay","New Mexico","2","83.03%","93.78%"
"Lincoln","West Virginia","2","83.06%","93.8%"
"Jefferson","Georgia","2","83.09%","93.82%"
"Benson","North Dakota","2","83.12%","93.84%"
"Wayne","Illinois","2","83.15%","93.86%"
"Meigs","Ohio","2","83.18%","93.88%"
"Franklin","Iowa","2","83.21%","93.9%"
"Donley","Texas","2","83.25%","93.92%"
"Foster","North Dakota","2","83.28%","93.94%"
"Thomas","Kansas","2","83.31%","93.96%"
"Richland","Illinois","2","83.34%","93.98%"
"Des Moines","Iowa","2","83.37%","94%"
"Rock","Nebraska","2","83.4%","94.02%"
"Chenango","New York","2","83.43%","94.04%"
"Keokuk","Iowa","2","83.46%","94.06%"
"Ritchie","West Virginia","2","83.49%","94.08%"
"Iroquois","Illinois","2","83.52%","94.1%"
"Chicot","Arkansas","2","83.55%","94.12%"
"Kanawha","West Virginia","2","83.59%","94.14%"
"Sargent","North Dakota","2","83.62%","94.16%"
"Seminole","Oklahoma","2","83.65%","94.18%"
"Wise","Virginia","2","83.68%","94.2%"
"Armstrong","Pennsylvania","2","83.71%","94.22%"
"Dallas","Alabama","2","83.74%","94.24%"
"Harvey","Kansas","2","83.77%","94.26%"
"Clay","Indiana","2","83.8%","94.28%"
"Fremont","Iowa","2","83.83%","94.3%"
"Knox","Indiana","2","83.86%","94.32%"
"Cass","Iowa","2","83.89%","94.34%"
"Williamson","Illinois","2","83.93%","94.36%"
"Osceola","Iowa","2","83.96%","94.38%"
"Yellow Medicine","Minnesota","2","83.99%","94.4%"
"Chemung","New York","2","84.02%","94.42%"
"Miami","Indiana","2","84.05%","94.44%"
"Van Buren","Iowa","2","84.08%","94.46%"
"Piatt","Illinois","2","84.11%","94.48%"
"Warren","Pennsylvania","2","84.14%","94.5%"
"Defiance","Ohio","2","84.17%","94.52%"
"Mercer","Illinois","2","84.2%","94.54%"
"LaSalle","Illinois","2","84.23%","94.56%"
"Menard","Illinois","2","84.27%","94.58%"
"Cheyenne","Kansas","2","84.3%","94.6%"
"Mitchell","Kansas","2","84.33%","94.62%"
"Jersey","Illinois","2","84.36%","94.64%"
"Jefferson","Nebraska","2","84.39%","94.66%"
"Walworth","South Dakota","2","84.42%","94.68%"
"Harlan","Nebraska","2","84.45%","94.7%"
"Adams","Iowa","2","84.48%","94.72%"
"Macon","Georgia","2","84.51%","94.74%"
"Spink","South Dakota","2","84.54%","94.75%"
"Lee","Illinois","2","84.57%","94.77%"
"Major","Oklahoma","2","84.61%","94.79%"
"Gogebic","Michigan","2","84.64%","94.81%"
"White","Illinois","2","84.67%","94.83%"
"Ida","Iowa","2","84.7%","94.85%"
"Norman","Minnesota","2","84.73%","94.87%"
"Hamilton","Illinois","2","84.76%","94.89%"
"Holt","Nebraska","2","84.79%","94.91%"
"Monona","Iowa","2","84.82%","94.93%"
"Reno","Kansas","2","84.85%","94.95%"
"Hughes","Oklahoma","2","84.88%","94.97%"
"Boyd","Kentucky","2","84.91%","94.99%"
"Marshall","West Virginia","2","84.95%","95.01%"
"Stonewall","Texas","2","84.98%","95.03%"
"Henry","Ohio","2","85.01%","95.05%"
"Union","Kentucky","2","85.04%","95.07%"
"Worth","Iowa","2","85.07%","95.09%"
"Jones","North Carolina","2","85.1%","95.11%"
"Lee","Virginia","2","85.13%","95.12%"
"Crittenden","Kentucky","2","85.16%","95.14%"
"Livingston","Kentucky","2","85.19%","95.16%"
"Mississippi","Missouri","2","85.22%","95.18%"
"Fulton","Kentucky","2","85.26%","95.2%"
"Paulding","Ohio","2","85.29%","95.22%"
"Hancock","West Virginia","2","85.32%","95.24%"
"Allendale","South Carolina","2","85.35%","95.26%"
"Randolph","Indiana","2","85.38%","95.28%"
"Pike","Kentucky","2","85.41%","95.3%"
"Cottonwood","Minnesota","2","85.44%","95.32%"
"Franklin","Illinois","2","85.47%","95.34%"
"Sheridan","North Dakota","2","85.5%","95.36%"
"Lincoln","Kansas","2","85.53%","95.37%"
"Faribault","Minnesota","2","85.56%","95.39%"
"Rock Island","Illinois","2","85.6%","95.41%"
"Monroe","Arkansas","2","85.63%","95.43%"
"Wetzel","West Virginia","2","85.66%","95.45%"
"Floyd","Kentucky","2","85.69%","95.47%"
"Vermillion","Indiana","2","85.72%","95.49%"
"Monroe","Iowa","2","85.75%","95.51%"
"Hansford","Texas","2","85.78%","95.53%"
"Clay","Kansas","2","85.81%","95.55%"
"Marshall","Iowa","2","85.84%","95.57%"
"Letcher","Kentucky","2","85.87%","95.58%"
"Stark","Illinois","2","85.9%","95.6%"
"Cumberland","Illinois","2","85.94%","95.62%"
"Appanoose","Iowa","2","85.97%","95.64%"
"Perkins","South Dakota","2","86%","95.66%"
"Washington","Kansas","2","86.03%","95.68%"
"Greene","Pennsylvania","2","86.06%","95.7%"
"Coles","Illinois","2","86.09%","95.72%"
"Ochiltree","Texas","2","86.12%","95.74%"
"Warren","Georgia","2","86.15%","95.76%"
"Jackson","Arkansas","2","86.18%","95.77%"
"Caldwell","Kentucky","2","86.21%","95.79%"
"LaMoure","North Dakota","2","86.24%","95.81%"
"Henry","Illinois","2","86.28%","95.83%"
"Clay","Arkansas","2","86.31%","95.85%"
"Hickman","Kentucky","2","86.34%","95.87%"
"Wayne","Iowa","2","86.37%","95.89%"
"Halifax","North Carolina","2","86.4%","95.91%"
"Muhlenberg","Kentucky","2","86.43%","95.92%"
"Carroll","Missouri","2","86.46%","95.94%"
"Sac","Iowa","2","86.49%","95.96%"
"Sumner","Kansas","2","86.52%","95.98%"
"Hamilton","Kansas","2","86.55%","96%"
"Stephenson","Illinois","2","86.58%","96.02%"
"Jones","Texas","2","86.62%","96.04%"
"Wirt","West Virginia","2","86.65%","96.05%"
"Wilbarger","Texas","2","86.68%","96.07%"
"Jasper","Illinois","2","86.71%","96.09%"
"Arkansas","Arkansas","2","86.74%","96.11%"
"Palo Alto","Iowa","2","86.77%","96.13%"
"Sherman","Kansas","1","86.8%","96.15%"
"Scurry","Texas","1","86.83%","96.17%"
"Sheridan","Nebraska","1","86.86%","96.18%"
"Carroll","Illinois","1","86.89%","96.2%"
"Runnels","Texas","1","86.92%","96.22%"
"Iron","Michigan","1","86.96%","96.24%"
"Hall","Texas","1","86.99%","96.26%"
"Eureka","Nevada","1","87.02%","96.28%"
"Franklin","Nebraska","1","87.05%","96.29%"
"Dallam","Texas","1","87.08%","96.31%"
"Brown","Illinois","1","87.11%","96.33%"
"Johnson","Georgia","1","87.14%","96.35%"
"Wichita","Kansas","1","87.17%","96.37%"
"Dooly","Georgia","1","87.2%","96.39%"
"Mitchell","Texas","1","87.23%","96.41%"
"Brown","Kansas","1","87.26%","96.42%"
"Woods","Oklahoma","1","87.3%","96.44%"
"Dickenson","Virginia","1","87.33%","96.46%"
"Hardin","Iowa","1","87.36%","96.48%"
"Stewart","Georgia","1","87.39%","96.5%"
"Shelby","Illinois","1","87.42%","96.51%"
"Early","Georgia","1","87.45%","96.53%"
"Hamilton","Iowa","1","87.48%","96.55%"
"Ashley","Arkansas","1","87.51%","96.57%"
"Jefferson","Ohio","1","87.54%","96.59%"
"Castro","Texas","1","87.57%","96.61%"
"Wallace","Kansas","1","87.6%","96.62%"
"Gove","Kansas","1","87.64%","96.64%"
"Jefferson","Illinois","1","87.67%","96.66%"
"Venango","Pennsylvania","1","87.7%","96.68%"
"Knox","Texas","1","87.73%","96.7%"
"Putnam","Illinois","1","87.76%","96.71%"
"Thayer","Nebraska","1","87.79%","96.73%"
"Pembina","North Dakota","1","87.82%","96.75%"
"Dawson","Texas","1","87.85%","96.77%"
"Upton","Texas","1","87.88%","96.79%"
"Webster","Iowa","1","87.91%","96.8%"
"Carlisle","Kentucky","1","87.94%","96.82%"
"Ford","Illinois","1","87.98%","96.84%"
"Dickens","Texas","1","88.01%","96.86%"
"Atchison","Missouri","1","88.04%","96.88%"
"Leslie","Kentucky","1","88.07%","96.89%"
"St. Lawrence","New York","1","88.1%","96.91%"
"Koochiching","Minnesota","1","88.13%","96.93%"
"Linn","Missouri","1","88.16%","96.95%"
"Watonwan","Minnesota","1","88.19%","96.97%"
"Marion","Kansas","1","88.22%","96.98%"
"Sterling","Texas","1","88.25%","97%"
